dataset_id,reference,species,notes,model,loglikelihood,ks_distance,diameter_min,diameter_max,functional_group,t,beta_t,shape,scale,sdlog,sigma_0,beta_sigma,width,common_name,family,label,link,digitised
111,Osman et al. (2011),Acacia mangium,NA,uniform,-129.414162,0.15613288921493496,0.791143911,5.986715867,Broadleaves,36.60531371475537,-0.507938953,NA,NA,NA,NA,NA,53.24964547238556,Mangium,Fabaceae,"Acacia mangium, Osman et al. (2011)",http://www.ukm.edu.my/jsm/pdf_files/SM-PDF-40-6-2011/07%20Mormaniza.pdf,TRUE
111,Osman et al. (2011),Acacia mangium,NA,weibull,-134.9207338,0.1313820448084977,0.791143911,5.986715867,Broadleaves,31.65334892547419,-0.410747254,2.401218713572324,NA,NA,NA,NA,NA,Mangium,Fabaceae,"Acacia mangium, Osman et al. (2011)",http://www.ukm.edu.my/jsm/pdf_files/SM-PDF-40-6-2011/07%20Mormaniza.pdf,TRUE
111,Osman et al. (2011),Acacia mangium,NA,lognormal_uncorrected,-137.8699961,0.14276029654438482,0.791143911,5.986715867,Broadleaves,27.684068760728028,-0.410068217,NA,NA,0.5470752320290172,NA,NA,NA,Mangium,Fabaceae,"Acacia mangium, Osman et al. (2011)",http://www.ukm.edu.my/jsm/pdf_files/SM-PDF-40-6-2011/07%20Mormaniza.pdf,TRUE
157,Gonzalez Ollauri (2021),Acer pseudoplatanus,NA,gamma,-113.9981245,0.10613059381104384,0.15,2.44,Broadleaves,19.800308520110075,-0.784317504,3.513201238438899,NA,NA,NA,NA,NA,Sycamore,Sapindaceae,"Acer pseudoplatanus, Gonzalez Ollauri (2021)",https://www.doi.org/10.5281/zenodo.5171969,FALSE
157,Gonzalez Ollauri (2021),Acer pseudoplatanus,NA,gumbel,-114.4394752,0.10137488834683084,0.15,2.44,Broadleaves,19.58461187858886,-0.763155638,NA,8.002891965170118,NA,NA,NA,NA,Sycamore,Sapindaceae,"Acer pseudoplatanus, Gonzalez Ollauri (2021)",https://www.doi.org/10.5281/zenodo.5171969,FALSE
157,Gonzalez Ollauri (2021),Acer pseudoplatanus,NA,logistic,-117.2435069,0.11003547544650892,0.15,2.44,Broadleaves,18.69862822413288,-0.931102487,NA,5.918678735998662,NA,NA,NA,NA,Sycamore,Sapindaceae,"Acer pseudoplatanus, Gonzalez Ollauri (2021)",https://www.doi.org/10.5281/zenodo.5171969,FALSE
157,Gonzalez Ollauri (2021),Acer pseudoplatanus,NA,lognormal,-113.4613414,0.0903485,0.15,2.44,Broadleaves,20.206437557191144,-0.66914129,NA,NA,0.5493806331323228,NA,NA,NA,Sycamore,Sapindaceae,"Acer pseudoplatanus, Gonzalez Ollauri (2021)",https://www.doi.org/10.5281/zenodo.5171969,FALSE
157,Gonzalez Ollauri (2021),Acer pseudoplatanus,NA,normal_force,-119.6284,0.17669029732928343,0.15,2.44,Broadleaves,20.345696777781715,-0.928484024,NA,NA,NA,9.477560847020197,-2,NA,Sycamore,Sapindaceae,"Acer pseudoplatanus, Gonzalez Ollauri (2021)",https://www.doi.org/10.5281/zenodo.5171969,FALSE
157,Gonzalez Ollauri (2021),Acer pseudoplatanus,NA,normal_scaled,-116.542275,0.13257382128986572,0.15,2.44,Broadleaves,19.390527791524978,-0.969555015,NA,NA,NA,10.082461391852856,-0.969555015,NA,Sycamore,Sapindaceae,"Acer pseudoplatanus, Gonzalez Ollauri (2021)",https://www.doi.org/10.5281/zenodo.5171969,FALSE
157,Gonzalez Ollauri (2021),Acer pseudoplatanus,NA,normal_strength,-132.9067652,0.26746262925579684,0.15,2.44,Broadleaves,22.735295664470563,-0.525635563,NA,NA,NA,20.313526053363564,0,NA,Sycamore,Sapindaceae,"Acer pseudoplatanus, Gonzalez Ollauri (2021)",https://www.doi.org/10.5281/zenodo.5171969,FALSE
157,Gonzalez Ollauri (2021),Acer pseudoplatanus,NA,uniform,-113.4284461,0.2863117127177376,0.15,2.44,Broadleaves,25.153201630924073,-0.801093033,NA,NA,NA,NA,NA,38.58541403,Sycamore,Sapindaceae,"Acer pseudoplatanus, Gonzalez Ollauri (2021)",https://www.doi.org/10.5281/zenodo.5171969,FALSE
157,Gonzalez Ollauri (2021),Acer pseudoplatanus,NA,weibull,-114.5332582,0.10189135755310096,0.15,2.44,Broadleaves,19.593877371758232,-0.892668812,2.021776780127163,NA,NA,NA,NA,NA,Sycamore,Sapindaceae,"Acer pseudoplatanus, Gonzalez Ollauri (2021)",https://www.doi.org/10.5281/zenodo.5171969,FALSE
157,Gonzalez Ollauri (2021),Acer pseudoplatanus,NA,lognormal_uncorrected,-113.4613414,0.0903485,0.15,2.44,Broadleaves,17.376030595758643,-0.66914129,NA,NA,0.5493806331323228,NA,NA,NA,Sycamore,Sapindaceae,"Acer pseudoplatanus, Gonzalez Ollauri (2021)",https://www.doi.org/10.5281/zenodo.5171969,FALSE
61,Vergani et al. (2012),Acer pseudoplatanus,NA,gamma,-196.0040675,0.050449998,1.020671106,6.568943029,Broadleaves,20.913558973250225,-0.287208161,5.907470936288225,NA,NA,NA,NA,NA,Sycamore,Sapindaceae,"Acer pseudoplatanus, Vergani et al. (2012)",https://www.doi.org/10.1016/j.ecoleng.2012.04.036,TRUE
61,Vergani et al. (2012),Acer pseudoplatanus,NA,gumbel,-196.4001918,0.051716457,1.020671106,6.568943029,Broadleaves,21.56730229265455,-0.310529323,NA,7.338681279153163,NA,NA,NA,NA,Sycamore,Sapindaceae,"Acer pseudoplatanus, Vergani et al. (2012)",https://www.doi.org/10.1016/j.ecoleng.2012.04.036,TRUE
61,Vergani et al. (2012),Acer pseudoplatanus,NA,logistic,-197.3257946,0.0692927,1.020671106,6.568943029,Broadleaves,21.33836488651577,-0.336804439,NA,4.8856049265369785,NA,NA,NA,NA,Sycamore,Sapindaceae,"Acer pseudoplatanus, Vergani et al. (2012)",https://www.doi.org/10.1016/j.ecoleng.2012.04.036,TRUE
61,Vergani et al. (2012),Acer pseudoplatanus,NA,lognormal,-198.5406411,0.072361073,1.020671106,6.568943029,Broadleaves,20.709697303084656,-0.263567671,NA,NA,0.44145770745049623,NA,NA,NA,Sycamore,Sapindaceae,"Acer pseudoplatanus, Vergani et al. (2012)",https://www.doi.org/10.1016/j.ecoleng.2012.04.036,TRUE
61,Vergani et al. (2012),Acer pseudoplatanus,NA,normal_force,-246.0988535,0.2128198052746401,1.020671106,6.568943029,Broadleaves,23.46797847591676,-0.372266114,NA,NA,NA,80.89847380255813,-2,NA,Sycamore,Sapindaceae,"Acer pseudoplatanus, Vergani et al. (2012)",https://www.doi.org/10.1016/j.ecoleng.2012.04.036,TRUE
61,Vergani et al. (2012),Acer pseudoplatanus,NA,normal_scaled,-196.6322088,0.072984636,1.020671106,6.568943029,Broadleaves,20.677149165734985,-0.273887683,NA,NA,NA,8.105197008369153,-0.273887683,NA,Sycamore,Sapindaceae,"Acer pseudoplatanus, Vergani et al. (2012)",https://www.doi.org/10.1016/j.ecoleng.2012.04.036,TRUE
61,Vergani et al. (2012),Acer pseudoplatanus,NA,normal_strength,-197.6121788,0.09178121,1.020671106,6.568943029,Broadleaves,21.02715734375039,-0.294286448,NA,NA,NA,6.518196846844142,0,NA,Sycamore,Sapindaceae,"Acer pseudoplatanus, Vergani et al. (2012)",https://www.doi.org/10.1016/j.ecoleng.2012.04.036,TRUE
61,Vergani et al. (2012),Acer pseudoplatanus,NA,uniform,-204.4871058,0.20001464648232217,1.020671106,6.568943029,Broadleaves,16.449515018931756,0.1771590913214896,NA,NA,NA,NA,NA,25.96123238469192,Sycamore,Sapindaceae,"Acer pseudoplatanus, Vergani et al. (2012)",https://www.doi.org/10.1016/j.ecoleng.2012.04.036,TRUE
61,Vergani et al. (2012),Acer pseudoplatanus,NA,weibull,-195.5400065,0.058563159,1.020671106,6.568943029,Broadleaves,20.545048395538036,-0.26527607,2.7502704186024243,NA,NA,NA,NA,NA,Sycamore,Sapindaceae,"Acer pseudoplatanus, Vergani et al. (2012)",https://www.doi.org/10.1016/j.ecoleng.2012.04.036,TRUE
61,Vergani et al. (2012),Acer pseudoplatanus,NA,lognormal_uncorrected,-198.5406411,0.072361073,1.020671106,6.568943029,Broadleaves,18.786896001153256,-0.263567671,NA,NA,0.44145770745049623,NA,NA,NA,Sycamore,Sapindaceae,"Acer pseudoplatanus, Vergani et al. (2012)",https://www.doi.org/10.1016/j.ecoleng.2012.04.036,TRUE
73,Burylo et al. (2012),Achnatherum calamagrostis,NA,gamma,-186.0332261,0.12463268556231231,0.037133891,0.704497908,Grasses,33.72874479490853,-0.513123696,5.195754493197984,NA,NA,NA,NA,NA,Spear grass,Poaceae,"Achnatherum calamagrostis, Burylo et al. (2012)",https://www.doi.org/10.1002/esp.3248,TRUE
73,Burylo et al. (2012),Achnatherum calamagrostis,NA,gumbel,-184.7969809,0.11353029800781415,0.037133891,0.704497908,Grasses,34.77250726986193,-0.508736511,NA,12.317899471390652,NA,NA,NA,NA,Spear grass,Poaceae,"Achnatherum calamagrostis, Burylo et al. (2012)",https://www.doi.org/10.1002/esp.3248,TRUE
73,Burylo et al. (2012),Achnatherum calamagrostis,NA,logistic,-182.6005075,0.085954354,0.037133891,0.704497908,Grasses,34.17037178843618,-0.490400844,NA,7.237663133462243,NA,NA,NA,NA,Spear grass,Poaceae,"Achnatherum calamagrostis, Burylo et al. (2012)",https://www.doi.org/10.1002/esp.3248,TRUE
73,Burylo et al. (2012),Achnatherum calamagrostis,NA,lognormal,-191.0811609,0.15669608573327723,0.037133891,0.704497908,Grasses,33.000232306836175,-0.552409457,NA,NA,0.5155674259862054,NA,NA,NA,Spear grass,Poaceae,"Achnatherum calamagrostis, Burylo et al. (2012)",https://www.doi.org/10.1002/esp.3248,TRUE
73,Burylo et al. (2012),Achnatherum calamagrostis,NA,normal_force,-205.8602782,0.1638050764519552,0.037133891,0.704497908,Grasses,29.88023756861347,-0.63536973,NA,NA,NA,2.822175114719449,-2,NA,Spear grass,Poaceae,"Achnatherum calamagrostis, Burylo et al. (2012)",https://www.doi.org/10.1002/esp.3248,TRUE
73,Burylo et al. (2012),Achnatherum calamagrostis,NA,normal_scaled,-183.5738947,0.099297535,0.037133891,0.704497908,Grasses,35.50127674066314,-0.477083183,NA,NA,NA,13.666051039255008,-0.477083183,NA,Spear grass,Poaceae,"Achnatherum calamagrostis, Burylo et al. (2012)",https://www.doi.org/10.1002/esp.3248,TRUE
73,Burylo et al. (2012),Achnatherum calamagrostis,NA,normal_strength,-184.6177441,0.10280455713668409,0.037133891,0.704497908,Grasses,33.17882184027169,-0.520782237,NA,NA,NA,27.51825981059412,0,NA,Spear grass,Poaceae,"Achnatherum calamagrostis, Burylo et al. (2012)",https://www.doi.org/10.1002/esp.3248,TRUE
73,Burylo et al. (2012),Achnatherum calamagrostis,NA,uniform,-194.2176821,0.2686219173691988,0.037133891,0.704497908,Grasses,26.425077927758036,-0.780683981,NA,NA,NA,NA,NA,48.34615958701921,Spear grass,Poaceae,"Achnatherum calamagrostis, Burylo et al. (2012)",https://www.doi.org/10.1002/esp.3248,TRUE
73,Burylo et al. (2012),Achnatherum calamagrostis,NA,weibull,-184.0964402,0.098389266,0.037133891,0.704497908,Grasses,35.00742442871387,-0.48293844,2.6990160706464343,NA,NA,NA,NA,NA,Spear grass,Poaceae,"Achnatherum calamagrostis, Burylo et al. (2012)",https://www.doi.org/10.1002/esp.3248,TRUE
73,Burylo et al. (2012),Achnatherum calamagrostis,NA,lognormal_uncorrected,-191.0811609,0.15669608573327723,0.037133891,0.704497908,Grasses,28.89329946093947,-0.552409457,NA,NA,0.5155674259862054,NA,NA,NA,Spear grass,Poaceae,"Achnatherum calamagrostis, Burylo et al. (2012)",https://www.doi.org/10.1002/esp.3248,TRUE
40,Mattia et al. (2005),Atriplex halimus,NA,gamma,-248.4073732,0.054936918,0.522710887,4.163662581,Shrubs,76.66253109246918,-0.579536464,7.872741990612572,NA,NA,NA,NA,NA,Mediterranean saltbush,Amaranthaceae,"Atriplex halimus, Mattia et al. (2005)",https://www.doi.org/10.1007/s11104-005-7930-5,TRUE
40,Mattia et al. (2005),Atriplex halimus,NA,gumbel,-249.577979,0.0668084,0.522710887,4.163662581,Shrubs,76.96106433724125,-0.568324333,NA,23.411240942627476,NA,NA,NA,NA,Mediterranean saltbush,Amaranthaceae,"Atriplex halimus, Mattia et al. (2005)",https://www.doi.org/10.1007/s11104-005-7930-5,TRUE
40,Mattia et al. (2005),Atriplex halimus,NA,logistic,-250.0596295,0.073981141,0.522710887,4.163662581,Shrubs,75.10367194672175,-0.564913124,NA,15.235505366992042,NA,NA,NA,NA,Mediterranean saltbush,Amaranthaceae,"Atriplex halimus, Mattia et al. (2005)",https://www.doi.org/10.1007/s11104-005-7930-5,TRUE
40,Mattia et al. (2005),Atriplex halimus,NA,lognormal,-249.8916377,0.06844619,0.522710887,4.163662581,Shrubs,77.24852308476001,-0.584301328,NA,NA,0.3736193386259237,NA,NA,NA,Mediterranean saltbush,Amaranthaceae,"Atriplex halimus, Mattia et al. (2005)",https://www.doi.org/10.1007/s11104-005-7930-5,TRUE
40,Mattia et al. (2005),Atriplex halimus,NA,normal_force,-265.7426395,0.14031899945369308,0.522710887,4.163662581,Shrubs,87.26198688,-0.756416685,NA,NA,NA,78.61123245862153,-2,NA,Mediterranean saltbush,Amaranthaceae,"Atriplex halimus, Mattia et al. (2005)",https://www.doi.org/10.1007/s11104-005-7930-5,TRUE
40,Mattia et al. (2005),Atriplex halimus,NA,normal_scaled,-248.6100114,0.068661582,0.522710887,4.163662581,Shrubs,77.23866534311989,-0.592865853,NA,NA,NA,26.444053596200018,-0.592865853,NA,Mediterranean saltbush,Amaranthaceae,"Atriplex halimus, Mattia et al. (2005)",https://www.doi.org/10.1007/s11104-005-7930-5,TRUE
40,Mattia et al. (2005),Atriplex halimus,NA,normal_strength,-252.1765481,0.10189014445483736,0.522710887,4.163662581,Shrubs,71.78167140151662,-0.441434591,NA,NA,NA,20.190484584344485,0,NA,Mediterranean saltbush,Amaranthaceae,"Atriplex halimus, Mattia et al. (2005)",https://www.doi.org/10.1007/s11104-005-7930-5,TRUE
40,Mattia et al. (2005),Atriplex halimus,NA,uniform,-244.9940266,0.12765164345633817,0.522710887,4.163662581,Shrubs,83.20922881,-0.654760351,NA,NA,NA,NA,NA,106.1902947644153,Mediterranean saltbush,Amaranthaceae,"Atriplex halimus, Mattia et al. (2005)",https://www.doi.org/10.1007/s11104-005-7930-5,TRUE
40,Mattia et al. (2005),Atriplex halimus,NA,weibull,-247.9165642,0.063106816,0.522710887,4.163662581,Shrubs,77.77766447884333,-0.602231902,3.214944633898023,NA,NA,NA,NA,NA,Mediterranean saltbush,Amaranthaceae,"Atriplex halimus, Mattia et al. (2005)",https://www.doi.org/10.1007/s11104-005-7930-5,TRUE
40,Mattia et al. (2005),Atriplex halimus,NA,lognormal_uncorrected,-249.8916377,0.06844619,0.522710887,4.163662581,Shrubs,72.04076157818612,-0.584301328,NA,NA,0.3736193386259237,NA,NA,NA,Mediterranean saltbush,Amaranthaceae,"Atriplex halimus, Mattia et al. (2005)",https://www.doi.org/10.1007/s11104-005-7930-5,TRUE
64,Yang et al. (2016),Betula platyphylla,moisture class H1,gamma,-269.3031638,0.053808084,1.05,6.85,Broadleaves,23.38537661799992,-0.062457959,14.567419325444208,NA,NA,NA,NA,NA,White birch,Betulaceae,"Betula platyphylla, Yang et al. (2016), moisture class H1",https://www.doi.org/10.1371/journal.pone.0151791,FALSE
64,Yang et al. (2016),Betula platyphylla,moisture class H1,gumbel,-272.4430843,0.079013268,1.05,6.85,Broadleaves,23.50740882685561,-0.057831403,NA,5.518792637561314,NA,NA,NA,NA,White birch,Betulaceae,"Betula platyphylla, Yang et al. (2016), moisture class H1",https://www.doi.org/10.1371/journal.pone.0151791,FALSE
64,Yang et al. (2016),Betula platyphylla,moisture class H1,logistic,-270.8861563,0.047360129,1.05,6.85,Broadleaves,23.66437995921589,-0.074945089,NA,3.5344479745244928,NA,NA,NA,NA,White birch,Betulaceae,"Betula platyphylla, Yang et al. (2016), moisture class H1",https://www.doi.org/10.1371/journal.pone.0151791,FALSE
64,Yang et al. (2016),Betula platyphylla,moisture class H1,lognormal,-270.8590767,0.066498815,1.05,6.85,Broadleaves,23.330973003727784,-0.059191004,NA,NA,0.26985669799960144,NA,NA,NA,White birch,Betulaceae,"Betula platyphylla, Yang et al. (2016), moisture class H1",https://www.doi.org/10.1371/journal.pone.0151791,FALSE
64,Yang et al. (2016),Betula platyphylla,moisture class H1,normal_force,-306.1817563,0.16357240497671777,1.05,6.85,Broadleaves,28.870094780284248,-0.202119411,NA,NA,NA,100.0054112910425,-2,NA,White birch,Betulaceae,"Betula platyphylla, Yang et al. (2016), moisture class H1",https://www.doi.org/10.1371/journal.pone.0151791,FALSE
64,Yang et al. (2016),Betula platyphylla,moisture class H1,normal_scaled,-268.7452285,0.04851761,1.05,6.85,Broadleaves,23.464494626590245,-0.06519893,NA,NA,NA,5.967500287,-0.06519893,NA,White birch,Betulaceae,"Betula platyphylla, Yang et al. (2016), moisture class H1",https://www.doi.org/10.1371/journal.pone.0151791,FALSE
64,Yang et al. (2016),Betula platyphylla,moisture class H1,normal_strength,-268.855196,0.054111012,1.05,6.85,Broadleaves,23.293930362325597,-0.059244873,NA,NA,NA,5.513968923285992,0,NA,White birch,Betulaceae,"Betula platyphylla, Yang et al. (2016), moisture class H1",https://www.doi.org/10.1371/journal.pone.0151791,FALSE
64,Yang et al. (2016),Betula platyphylla,moisture class H1,uniform,-276.0260151,0.13179358688159715,1.05,6.85,Broadleaves,18.75320220229495,0.1447514633526629,NA,NA,NA,NA,NA,20.72369119751093,White birch,Betulaceae,"Betula platyphylla, Yang et al. (2016), moisture class H1",https://www.doi.org/10.1371/journal.pone.0151791,FALSE
64,Yang et al. (2016),Betula platyphylla,moisture class H1,weibull,-268.7373054,0.068134498,1.05,6.85,Broadleaves,23.39987435082213,-0.062522184,4.383486388903813,NA,NA,NA,NA,NA,White birch,Betulaceae,"Betula platyphylla, Yang et al. (2016), moisture class H1",https://www.doi.org/10.1371/journal.pone.0151791,FALSE
64,Yang et al. (2016),Betula platyphylla,moisture class H1,lognormal_uncorrected,-270.8590767,0.066498815,1.05,6.85,Broadleaves,22.496741411214717,-0.059191004,NA,NA,0.26985669799960144,NA,NA,NA,White birch,Betulaceae,"Betula platyphylla, Yang et al. (2016), moisture class H1",https://www.doi.org/10.1371/journal.pone.0151791,FALSE
